Países;Quantidade (Kg);Valor (US$);Year;Category;Subcategory
Emirados Árabes Unidos;-;-;1972;Importacao;Espumantes
Eslovênia;-;-;1972;Importacao;Espumantes
Espanha;27.461;20.026;1972;Importacao;Espumantes
Estados Unidos;-;-;1972;Importacao;Espumantes
França;35.899;97.186;1972;Importacao;Espumantes
Geórgia;-;-;1972;Importacao;Espumantes
Granada;-;-;1972;Importacao;Espumantes
Grécia;-;-;1972;Importacao;Espumantes
Hong Kong;-;-;1972;Importacao;Espumantes
Hungria;-;-;1972;Importacao;Espumantes
Indonésia;-;-;1972;Importacao;Espumantes
Irlanda;-;-;1972;Importacao;Espumantes
Israel;-;-;1972;Importacao;Espumantes
Itália;5.054;3.328;1972;Importacao;Espumantes
Luxemburgo;-;-;1972;Importacao;Espumantes
México;-;-;1972;Importacao;Espumantes
Moldávia;-;-;1972;Importacao;Espumantes
Nova Zelândia;-;-;1972;Importacao;Espumantes
Países Baixos;-;-;1972;Importacao;Espumantes
Panamá;-;-;1972;Importacao;Espumantes
Peru;-;-;1972;Importacao;Espumantes
Portugal;12.768;18.479;1972;Importacao;Espumantes
Reino Unido;-;-;1972;Importacao;Espumantes
Romênia;-;-;1972;Importacao;Espumantes
Suíça;-;-;1972;Importacao;Espumantes
Tunísia;-;-;1972;Importacao;Espumantes
Ucrânia;-;-;1972;Importacao;Espumantes
Uruguai;-;-;1972;Importacao;Espumantes
Não consta na tabela;-;-;1972;Importacao;Espumantes
Não declarados;-;-;1972;Importacao;Espumantes
Outros;576;454;1972;Importacao;Espumantes
Total;120.124;169.053;1972;Importacao;Espumantes
Argélia;-;-;1972;Importacao;Uvas_Frescas
Argentina;1.965.010;779.841;1972;Importacao;Uvas_Frescas
Brasil;-;-;1972;Importacao;Uvas_Frescas
Chile;1.680.664;578.569;1972;Importacao;Uvas_Frescas
Colômbia;-;-;1972;Importacao;Uvas_Frescas
Egito;-;-;1972;Importacao;Uvas_Frescas
Espanha;617.898;209.416;1972;Importacao;Uvas_Frescas
Estados Unidos;17.250;8.980;1972;Importacao;Uvas_Frescas
Grécia;58.500;13.009;1972;Importacao;Uvas_Frescas
Itália;-;-;1972;Importacao;Uvas_Frescas
México;-;-;1972;Importacao;Uvas_Frescas
Peru;-;-;1972;Importacao;Uvas_Frescas
Paraguai;-;-;1972;Importacao;Uvas_Frescas
Portugal;1.000;2.069;1972;Importacao;Uvas_Frescas
Panamá;50;51;1972;Importacao;Uvas_Frescas
Reino Unido;120;85;1972;Importacao;Uvas_Frescas
Uruguai;-;-;1972;Importacao;Uvas_Frescas
Venezuela;3.357;7.565;1972;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1972;Importacao;Uvas_Frescas
Outros;-;-;1972;Importacao;Uvas_Frescas
Total;4.343.849;1.599.585;1972;Importacao;Uvas_Frescas
Afeganistão;-;-;1972;Importacao;Uvas_passas
África do Sul;-;-;1972;Importacao;Uvas_passas
Alemanha, República Democrática;3.000;3.366;1972;Importacao;Uvas_passas
Arábia Saudita;-;-;1972;Importacao;Uvas_passas
Argentina;1.047.482;981.648;1972;Importacao;Uvas_passas
Austrália;89.025;52.819;1972;Importacao;Uvas_passas
Bélgica;-;-;1972;Importacao;Uvas_passas
Chile;-;-;1972;Importacao;Uvas_passas
China;-;-;1972;Importacao;Uvas_passas
China Continental;-;-;1972;Importacao;Uvas_passas
Cingapura;-;-;1972;Importacao;Uvas_passas
Costa Rica;-;-;1972;Importacao;Uvas_passas
Emirados;-;-;1972;Importacao;Uvas_passas
Espanha;57.208;59.951;1972;Importacao;Uvas_passas
Estados Unidos;411.443;456.999;1972;Importacao;Uvas_passas
França;-;-;1972;Importacao;Uvas_passas
Grécia;369.763;134.178;1972;Importacao;Uvas_passas
Guiana Britânica;-;-;1972;Importacao;Uvas_passas
Índia;-;-;1972;Importacao;Uvas_passas
Irã;-;-;1972;Importacao;Uvas_passas
Itália;70.000;20.790;1972;Importacao;Uvas_passas
Japão;-;-;1972;Importacao;Uvas_passas
México;150.827;120.736;1972;Importacao;Uvas_passas
Países Baixos;-;-;1972;Importacao;Uvas_passas
Paraguai;-;-;1972;Importacao;Uvas_passas
Peru;-;-;1972;Importacao;Uvas_passas
Portugal;-;-;1972;Importacao;Uvas_passas
Reino Unido;276;249;1972;Importacao;Uvas_passas
Suécia;-;-;1972;Importacao;Uvas_passas
Turquia;556.402;169.087;1972;Importacao;Uvas_passas
Uruguai;-;-;1972;Importacao;Uvas_passas
Uzbequistão;-;-;1972;Importacao;Uvas_passas
Venezuela;-;-;1972;Importacao;Uvas_passas
Não consta na tabela;-;-;1972;Importacao;Uvas_passas
Outros;-;-;1972;Importacao;Uvas_passas
Total;2.755.426;1.999.823;1972;Importacao;Uvas_passas
Africa do Sul;-;-;1972;Importacao;Suco_de_uva
Alemanha;-;-;1972;Importacao;Suco_de_uva
Argentina;-;-;1972;Importacao;Suco_de_uva
Austria;-;-;1972;Importacao;Suco_de_uva
Canadá;-;-;1972;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;1972;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;1972;Importacao;Suco_de_uva
Chile;-;-;1972;Importacao;Suco_de_uva
China;-;-;1972;Importacao;Suco_de_uva
Dinamarca;20;8;1972;Importacao;Suco_de_uva
Espanha;-;-;1972;Importacao;Suco_de_uva
Estados Unidos;-;-;1972;Importacao;Suco_de_uva
França;36;32;1972;Importacao;Suco_de_uva
Guiana;-;-;1972;Importacao;Suco_de_uva
Israel;-;-;1972;Importacao;Suco_de_uva
itália;-;-;1972;Importacao;Suco_de_uva
Japão;-;-;1972;Importacao;Suco_de_uva
Líbano;-;-;1972;Importacao;Suco_de_uva
México;-;-;1972;Importacao;Suco_de_uva
Países Baixos;-;-;1972;Importacao;Suco_de_uva
Panamá;-;-;1972;Importacao;Suco_de_uva
Peru;-;-;1972;Importacao;Suco_de_uva
Portugal;125;82;1972;Importacao;Suco_de_uva
Reino Unido;458;189;1972;Importacao;Suco_de_uva
Taiwan;-;-;1972;Importacao;Suco_de_uva
Turquia;-;-;1972;Importacao;Suco_de_uva
Uruguai;-;-;1972;Importacao;Suco_de_uva
Venezuela;-;-;1972;Importacao;Suco_de_uva
Outros;-;-;1972;Importacao;Suco_de_uva
Total;639;311;1972;Importacao;Suco_de_uva
Africa do Sul;-;-;1973;Importacao;Vinhos_de_Mesa
Alemanha;111.523;98.638;1973;Importacao;Vinhos_de_Mesa
Argélia;-;-;1973;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;1973;Importacao;Vinhos_de_Mesa
Argentina;116.887;76.121;1973;Importacao;Vinhos_de_Mesa
Armênia;-;-;1973;Importacao;Vinhos_de_Mesa
Austrália;-;-;1973;Importacao;Vinhos_de_Mesa
Áustria;2.310;2.081;1973;Importacao;Vinhos_de_Mesa
Bermudas;-;-;1973;Importacao;Vinhos_de_Mesa
Bélgica;-;-;1973;Importacao;Vinhos_de_Mesa
Bolívia;-;-;1973;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;1973;Importacao;Vinhos_de_Mesa
Brasil;-;-;1973;Importacao;Vinhos_de_Mesa
Bulgária;-;-;1973;Importacao;Vinhos_de_Mesa
Canada;-;-;1973;Importacao;Vinhos_de_Mesa
Chile;301.559;212.140;1973;Importacao;Vinhos_de_Mesa
China;-;-;1973;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;1973;Importacao;Vinhos_de_Mesa
Croácia;-;-;1973;Importacao;Vinhos_de_Mesa
Cuba;-;-;1973;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;1973;Importacao;Vinhos_de_Mesa
Eslovênia;-;-;1973;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;1973;Importacao;Vinhos_de_Mesa
Espanha;226.805;117.135;1973;Importacao;Vinhos_de_Mesa
Estados Unidos;-;-;1973;Importacao;Vinhos_de_Mesa
França;259.060;435.641;1973;Importacao;Vinhos_de_Mesa
Geórgia;-;-;1973;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1973;Importacao;Vinhos_de_Mesa
Grécia;-;-;1973;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;1973;Importacao;Vinhos_de_Mesa
Hungria;-;-;1973;Importacao;Vinhos_de_Mesa
Indonésia;-;-;1973;Importacao;Vinhos_de_Mesa
Irlanda;-;-;1973;Importacao;Vinhos_de_Mesa
Israel;-;-;1973;Importacao;Vinhos_de_Mesa
Itália;258.754;186.334;1973;Importacao;Vinhos_de_Mesa
Japão;-;-;1973;Importacao;Vinhos_de_Mesa
Iugoslávia;1.251;813;1973;Importacao;Vinhos_de_Mesa
Líbano;-;-;1973;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;1973;Importacao;Vinhos_de_Mesa
Macedônia;-;-;1973;Importacao;Vinhos_de_Mesa
Marrocos;-;-;1973;Importacao;Vinhos_de_Mesa
México;-;-;1973;Importacao;Vinhos_de_Mesa
Moldávia;-;-;1973;Importacao;Vinhos_de_Mesa
Montenegro;-;-;1973;Importacao;Vinhos_de_Mesa
Noruega;-;-;1973;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;1973;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;1973;Importacao;Vinhos_de_Mesa
Panamá;-;-;1973;Importacao;Vinhos_de_Mesa
Peru;-;-;1973;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;1973;Importacao;Vinhos_de_Mesa
Portugal;2.818.320;2.238.637;1973;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;1973;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;1973;Importacao;Vinhos_de_Mesa
Romênia;-;-;1973;Importacao;Vinhos_de_Mesa
Rússia;-;-;1973;Importacao;Vinhos_de_Mesa
San Marino;-;-;1973;Importacao;Vinhos_de_Mesa
Sérvia;-;-;1973;Importacao;Vinhos_de_Mesa
Síria;-;-;1973;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;1973;Importacao;Vinhos_de_Mesa
Suíça;-;-;1973;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;1973;Importacao;Vinhos_de_Mesa
Tunísia;-;-;1973;Importacao;Vinhos_de_Mesa
Turquia;-;-;1973;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;1973;Importacao;Vinhos_de_Mesa
Uruguai;-;-;1973;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;1973;Importacao;Vinhos_de_Mesa
Não declarados;-;-;1973;Importacao;Vinhos_de_Mesa
Outros;4.306;5.775;1973;Importacao;Vinhos_de_Mesa
Total;4.100.775;3.373.315;1973;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;1973;Importacao;Espumantes
Alemanha;2.900;3.130;1973;Importacao;Espumantes
Argentina;39.208;20.230;1973;Importacao;Espumantes
Austrália;-;-;1973;Importacao;Espumantes
Áustria;-;-;1973;Importacao;Espumantes
Bermudas;-;-;1973;Importacao;Espumantes
Bahamas;-;-;1973;Importacao;Espumantes
Bélgica;-;-;1973;Importacao;Espumantes
Brasil;-;-;1973;Importacao;Espumantes
Bulgária;-;-;1973;Importacao;Espumantes
Canada;-;-;1973;Importacao;Espumantes
Chile;328;133;1973;Importacao;Espumantes
Croácia;-;-;1973;Importacao;Espumantes
Cuba;-;-;1973;Importacao;Espumantes
Emirados Árabes Unidos;-;-;1973;Importacao;Espumantes
Eslovênia;-;-;1973;Importacao;Espumantes
Espanha;40.172;28.895;1973;Importacao;Espumantes
Estados Unidos;-;-;1973;Importacao;Espumantes
França;49.453;186.096;1973;Importacao;Espumantes
Geórgia;-;-;1973;Importacao;Espumantes
Granada;-;-;1973;Importacao;Espumantes
Grécia;-;-;1973;Importacao;Espumantes
Hong Kong;-;-;1973;Importacao;Espumantes
Hungria;-;-;1973;Importacao;Espumantes
Indonésia;-;-;1973;Importacao;Espumantes
Irlanda;-;-;1973;Importacao;Espumantes
Israel;27;36;1973;Importacao;Espumantes
Itália;5.854;5.395;1973;Importacao;Espumantes
Luxemburgo;-;-;1973;Importacao;Espumantes
México;-;-;1973;Importacao;Espumantes
Moldávia;-;-;1973;Importacao;Espumantes
Nova Zelândia;-;-;1973;Importacao;Espumantes
Países Baixos;-;-;1973;Importacao;Espumantes
Panamá;-;-;1973;Importacao;Espumantes
Peru;-;-;1973;Importacao;Espumantes
Portugal;30.074;39.670;1973;Importacao;Espumantes
Reino Unido;-;-;1973;Importacao;Espumantes
Romênia;-;-;1973;Importacao;Espumantes
Suíça;-;-;1973;Importacao;Espumantes
Tunísia;-;-;1973;Importacao;Espumantes
Ucrânia;-;-;1973;Importacao;Espumantes
Uruguai;-;-;1973;Importacao;Espumantes
Não consta na tabela;-;-;1973;Importacao;Espumantes
Não declarados;-;-;1973;Importacao;Espumantes
Outros;24;10.054;1973;Importacao;Espumantes
Total;168.040;293.639;1973;Importacao;Espumantes
Argélia;-;-;1973;Importacao;Uvas_Frescas
Argentina;396.840;253.061;1973;Importacao;Uvas_Frescas
Brasil;-;-;1973;Importacao;Uvas_Frescas
Chile;2.472.710;958.295;1973;Importacao;Uvas_Frescas
Colômbia;63.645;37.098;1973;Importacao;Uvas_Frescas
Egito;-;-;1973;Importacao;Uvas_Frescas
Espanha;447.401;199.420;1973;Importacao;Uvas_Frescas
Estados Unidos;119.095;79.765;1973;Importacao;Uvas_Frescas
Grécia;90.000;35.000;1973;Importacao;Uvas_Frescas
Itália;-;-;1973;Importacao;Uvas_Frescas
México;2.500;1.500;1973;Importacao;Uvas_Frescas
Peru;-;-;1973;Importacao;Uvas_Frescas
Paraguai;-;-;1973;Importacao;Uvas_Frescas
Portugal;-;-;1973;Importacao;Uvas_Frescas
Panamá;-;-;1973;Importacao;Uvas_Frescas
Reino Unido;-;-;1973;Importacao;Uvas_Frescas
Uruguai;6.300;3.020;1973;Importacao;Uvas_Frescas
Venezuela;4.672;9.185;1973;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1973;Importacao;Uvas_Frescas
Outros;-;-;1973;Importacao;Uvas_Frescas
Total;3.603.163;1.576.344;1973;Importacao;Uvas_Frescas
Afeganistão;-;-;1973;Importacao;Uvas_passas
África do Sul;-;-;1973;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;1973;Importacao;Uvas_passas
Arábia Saudita;-;-;1973;Importacao;Uvas_passas
Argentina;1.277.380;1.848.195;1973;Importacao;Uvas_passas
Austrália;-;-;1973;Importacao;Uvas_passas
Bélgica;-;-;1973;Importacao;Uvas_passas
Chile;59.747;66.242;1973;Importacao;Uvas_passas
China;-;-;1973;Importacao;Uvas_passas
China Continental;25.000;5.210;1973;Importacao;Uvas_passas
Cingapura;-;-;1973;Importacao;Uvas_passas
Costa Rica;-;-;1973;Importacao;Uvas_passas
Emirados;-;-;1973;Importacao;Uvas_passas
Espanha;144.000;170.234;1973;Importacao;Uvas_passas
Estados Unidos;538.195;700.181;1973;Importacao;Uvas_passas
França;-;-;1973;Importacao;Uvas_passas
Grécia;132.420;180.586;1973;Importacao;Uvas_passas
Guiana Britânica;-;-;1973;Importacao;Uvas_passas
Índia;-;-;1973;Importacao;Uvas_passas
Irã;-;-;1973;Importacao;Uvas_passas
Itália;59.136;25.428;1973;Importacao;Uvas_passas
Japão;-;-;1973;Importacao;Uvas_passas
México;28.906;24.653;1973;Importacao;Uvas_passas
Países Baixos;-;-;1973;Importacao;Uvas_passas
Paraguai;-;-;1973;Importacao;Uvas_passas
Peru;-;-;1973;Importacao;Uvas_passas
Portugal;-;-;1973;Importacao;Uvas_passas
Reino Unido;-;-;1973;Importacao;Uvas_passas
Suécia;-;-;1973;Importacao;Uvas_passas
Turquia;324.242;276.922;1973;Importacao;Uvas_passas
Uruguai;-;-;1973;Importacao;Uvas_passas
Uzbequistão;-;-;1973;Importacao;Uvas_passas
Venezuela;256;686;1973;Importacao;Uvas_passas
Não consta na tabela;-;-;1973;Importacao;Uvas_passas
Outros;-;-;1973;Importacao;Uvas_passas
Total;2.589.282;3.298.337;1973;Importacao;Uvas_passas
Africa do Sul;-;-;1973;Importacao;Suco_de_uva
Alemanha;-;-;1973;Importacao;Suco_de_uva
Argentina;3.600;1.350;1973;Importacao;Suco_de_uva
Austria;-;-;1973;Importacao;Suco_de_uva
Canadá;-;-;1973;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;1973;Importacao;Suco_de_uva
Coreia do Norte, República;-;-;1973;Importacao;Suco_de_uva
Chile;-;-;1973;Importacao;Suco_de_uva
China;-;-;1973;Importacao;Suco_de_uva
Dinamarca;80;38;1973;Importacao;Suco_de_uva
Espanha;-;-;1973;Importacao;Suco_de_uva
Estados Unidos;7;7;1973;Importacao;Suco_de_uva
França;27;36;1973;Importacao;Suco_de_uva
Guiana;35;12;1973;Importacao;Suco_de_uva
Israel;-;-;1973;Importacao;Suco_de_uva
itália;-;-;1973;Importacao;Suco_de_uva
Japão;-;-;1973;Importacao;Suco_de_uva
Líbano;-;-;1973;Importacao;Suco_de_uva
México;-;-;1973;Importacao;Suco_de_uva
Países Baixos;-;-;1973;Importacao;Suco_de_uva
Panamá;-;-;1973;Importacao;Suco_de_uva
Peru;-;-;1973;Importacao;Suco_de_uva
Portugal;1.402;732;1973;Importacao;Suco_de_uva
Reino Unido;244;129;1973;Importacao;Suco_de_uva
Taiwan;-;-;1973;Importacao;Suco_de_uva
Turquia;-;-;1973;Importacao;Suco_de_uva
Uruguai;-;-;1973;Importacao;Suco_de_uva
Venezuela;127;185;1973;Importacao;Suco_de_uva
Outros;-;-;1973;Importacao;Suco_de_uva
Total;5.522;2.489;1973;Importacao;Suco_de_uva
Africa do Sul;-;-;1974;Importacao;Vinhos_de_Mesa
Alemanha;219.173;202.502;1974;Importacao;Vinhos_de_Mesa
Argélia;-;-;1974;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;1974;Importacao;Vinhos_de_Mesa
Argentina;215.930;167.473;1974;Importacao;Vinhos_de_Mesa
Armênia;-;-;1974;Importacao;Vinhos_de_Mesa
Austrália;-;-;1974;Importacao;Vinhos_de_Mesa
Áustria;5.301;7.394;1974;Importacao;Vinhos_de_Mesa
Bermudas;-;-;1974;Importacao;Vinhos_de_Mesa
Bélgica;-;-;1974;Importacao;Vinhos_de_Mesa
Bolívia;-;-;1974;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;1974;Importacao;Vinhos_de_Mesa
Brasil;-;-;1974;Importacao;Vinhos_de_Mesa
Bulgária;-;-;1974;Importacao;Vinhos_de_Mesa
Canada;-;-;1974;Importacao;Vinhos_de_Mesa
Chile;550.691;429.885;1974;Importacao;Vinhos_de_Mesa
China;-;-;1974;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;1974;Importacao;Vinhos_de_Mesa
Croácia;-;-;1974;Importacao;Vinhos_de_Mesa
Cuba;-;-;1974;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;1974;Importacao;Vinhos_de_Mesa
Eslovênia;-;-;1974;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;1974;Importacao;Vinhos_de_Mesa
Espanha;362.577;215.208;1974;Importacao;Vinhos_de_Mesa
Estados Unidos;-;-;1974;Importacao;Vinhos_de_Mesa
França;316.584;465.175;1974;Importacao;Vinhos_de_Mesa
Geórgia;-;-;1974;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1974;Importacao;Vinhos_de_Mesa
Grécia;-;-;1974;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;1974;Importacao;Vinhos_de_Mesa
Hungria;-;-;1974;Importacao;Vinhos_de_Mesa
Indonésia;-;-;1974;Importacao;Vinhos_de_Mesa
Irlanda;-;-;1974;Importacao;Vinhos_de_Mesa
Israel;-;-;1974;Importacao;Vinhos_de_Mesa
Itália;305.763;278.089;1974;Importacao;Vinhos_de_Mesa
Japão;-;-;1974;Importacao;Vinhos_de_Mesa
Iugoslávia;2.520;1.804;1974;Importacao;Vinhos_de_Mesa
Líbano;-;-;1974;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;1974;Importacao;Vinhos_de_Mesa
Macedônia;-;-;1974;Importacao;Vinhos_de_Mesa
Marrocos;-;-;1974;Importacao;Vinhos_de_Mesa
México;-;-;1974;Importacao;Vinhos_de_Mesa
Moldávia;-;-;1974;Importacao;Vinhos_de_Mesa
Montenegro;-;-;1974;Importacao;Vinhos_de_Mesa
Noruega;-;-;1974;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;1974;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;1974;Importacao;Vinhos_de_Mesa
Panamá;-;-;1974;Importacao;Vinhos_de_Mesa
Peru;-;-;1974;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;1974;Importacao;Vinhos_de_Mesa
Portugal;2.245.288;1.917.710;1974;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;1974;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;1974;Importacao;Vinhos_de_Mesa
Romênia;-;-;1974;Importacao;Vinhos_de_Mesa
Rússia;-;-;1974;Importacao;Vinhos_de_Mesa
San Marino;-;-;1974;Importacao;Vinhos_de_Mesa
Sérvia;-;-;1974;Importacao;Vinhos_de_Mesa
Síria;-;-;1974;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;1974;Importacao;Vinhos_de_Mesa
Suíça;-;-;1974;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;1974;Importacao;Vinhos_de_Mesa
Tunísia;-;-;1974;Importacao;Vinhos_de_Mesa
Turquia;-;-;1974;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;1974;Importacao;Vinhos_de_Mesa
Uruguai;-;-;1974;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;1974;Importacao;Vinhos_de_Mesa
Não declarados;-;-;1974;Importacao;Vinhos_de_Mesa
Outros;21.501;28.163;1974;Importacao;Vinhos_de_Mesa
Total;4.245.328;3.713.403;1974;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;1974;Importacao;Espumantes
Alemanha;1.667;2.128;1974;Importacao;Espumantes
Argentina;2.831;3.035;1974;Importacao;Espumantes
Austrália;-;-;1974;Importacao;Espumantes
Áustria;-;-;1974;Importacao;Espumantes
Bermudas;-;-;1974;Importacao;Espumantes
Bahamas;-;-;1974;Importacao;Espumantes
Bélgica;-;-;1974;Importacao;Espumantes
Brasil;-;-;1974;Importacao;Espumantes
Bulgária;-;-;1974;Importacao;Espumantes
Canada;-;-;1974;Importacao;Espumantes
Chile;180;340;1974;Importacao;Espumantes
Croácia;-;-;1974;Importacao;Espumantes
Cuba;-;-;1974;Importacao;Espumantes
Emirados Árabes Unidos;-;-;1974;Importacao;Espumantes
Eslovênia;-;-;1974;Importacao;Espumantes
Espanha;41.971;36.350;1974;Importacao;Espumantes
Estados Unidos;-;-;1974;Importacao;Espumantes
França;83.575;335.930;1974;Importacao;Espumantes
Geórgia;-;-;1974;Importacao;Espumantes
Granada;-;-;1974;Importacao;Espumantes
Grécia;-;-;1974;Importacao;Espumantes
Hong Kong;-;-;1974;Importacao;Espumantes
Hungria;-;-;1974;Importacao;Espumantes
Indonésia;-;-;1974;Importacao;Espumantes
Irlanda;-;-;1974;Importacao;Espumantes
Israel;-;-;1974;Importacao;Espumantes
Itália;24.637;24.784;1974;Importacao;Espumantes
Luxemburgo;-;-;1974;Importacao;Espumantes
México;-;-;1974;Importacao;Espumantes
Moldávia;-;-;1974;Importacao;Espumantes
Nova Zelândia;-;-;1974;Importacao;Espumantes
Países Baixos;-;-;1974;Importacao;Espumantes
Panamá;-;-;1974;Importacao;Espumantes
Peru;-;-;1974;Importacao;Espumantes
Portugal;15.886;29.585;1974;Importacao;Espumantes
Reino Unido;-;-;1974;Importacao;Espumantes
Romênia;-;-;1974;Importacao;Espumantes
Suíça;-;-;1974;Importacao;Espumantes
Tunísia;-;-;1974;Importacao;Espumantes
Ucrânia;-;-;1974;Importacao;Espumantes
Uruguai;-;-;1974;Importacao;Espumantes
Não consta na tabela;-;-;1974;Importacao;Espumantes
Não declarados;-;-;1974;Importacao;Espumantes
Outros;1.801;2.999;1974;Importacao;Espumantes
Total;172.548;435.151;1974;Importacao;Espumantes
Argélia;-;-;1974;Importacao;Uvas_Frescas
Argentina;1.179.250;591.328;1974;Importacao;Uvas_Frescas
Brasil;-;-;1974;Importacao;Uvas_Frescas
Chile;2.154.407;958.383;1974;Importacao;Uvas_Frescas
Colômbia;131.888;85.894;1974;Importacao;Uvas_Frescas
Egito;-;-;1974;Importacao;Uvas_Frescas
Espanha;440.559;210.385;1974;Importacao;Uvas_Frescas
Estados Unidos;59.064;40.145;1974;Importacao;Uvas_Frescas
Grécia;-;-;1974;Importacao;Uvas_Frescas
Itália;-;-;1974;Importacao;Uvas_Frescas
México;-;-;1974;Importacao;Uvas_Frescas
Peru;-;-;1974;Importacao;Uvas_Frescas
Paraguai;-;-;1974;Importacao;Uvas_Frescas
Portugal;-;-;1974;Importacao;Uvas_Frescas
Panamá;-;-;1974;Importacao;Uvas_Frescas
Reino Unido;-;-;1974;Importacao;Uvas_Frescas
Uruguai;-;-;1974;Importacao;Uvas_Frescas
Venezuela;4.006;6.239;1974;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1974;Importacao;Uvas_Frescas
Outros;-;-;1974;Importacao;Uvas_Frescas
Total;3.969.174;1.892.374;1974;Importacao;Uvas_Frescas
Afeganistão;-;-;1974;Importacao;Uvas_passas
África do Sul;-;-;1974;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;1974;Importacao;Uvas_passas
Arábia Saudita;-;-;1974;Importacao;Uvas_passas
Argentina;1.004.987;1.154.210;1974;Importacao;Uvas_passas
Austrália;88.754;88.567;1974;Importacao;Uvas_passas
Bélgica;-;-;1974;Importacao;Uvas_passas
Chile;-;-;1974;Importacao;Uvas_passas
China;-;-;1974;Importacao;Uvas_passas
China Continental;-;-;1974;Importacao;Uvas_passas
Cingapura;-;-;1974;Importacao;Uvas_passas
Costa Rica;-;-;1974;Importacao;Uvas_passas
Emirados;-;-;1974;Importacao;Uvas_passas
Espanha;9.500;14.640;1974;Importacao;Uvas_passas
Estados Unidos;953.941;1.447.142;1974;Importacao;Uvas_passas
França;-;-;1974;Importacao;Uvas_passas
Grécia;139.103;149.364;1974;Importacao;Uvas_passas
Guiana Britânica;-;-;1974;Importacao;Uvas_passas
Índia;-;-;1974;Importacao;Uvas_passas
Irã;-;-;1974;Importacao;Uvas_passas
Itália;69.650;41.790;1974;Importacao;Uvas_passas
Japão;-;-;1974;Importacao;Uvas_passas
México;40.000;60.896;1974;Importacao;Uvas_passas
Países Baixos;-;-;1974;Importacao;Uvas_passas
Paraguai;-;-;1974;Importacao;Uvas_passas
Peru;-;-;1974;Importacao;Uvas_passas
Portugal;-;-;1974;Importacao;Uvas_passas
Reino Unido;-;-;1974;Importacao;Uvas_passas
Suécia;-;-;1974;Importacao;Uvas_passas
Turquia;116.338;118.050;1974;Importacao;Uvas_passas
Uruguai;-;-;1974;Importacao;Uvas_passas
Uzbequistão;-;-;1974;Importacao;Uvas_passas
Venezuela;561;1.236;1974;Importacao;Uvas_passas
Não consta na tabela;-;-;1974;Importacao;Uvas_passas
Outros;-;-;1974;Importacao;Uvas_passas
Total;2.422.834;3.075.895;1974;Importacao;Uvas_passas
Africa do Sul;-;-;1974;Importacao;Suco_de_uva
Alemanha;-;-;1974;Importacao;Suco_de_uva
Argentina;10.200;3.500;1974;Importacao;Suco_de_uva
Austria;-;-;1974;Importacao;Suco_de_uva
Canadá;-;-;1974;Importacao;Suco_de_uva
Coreia do Sul, República;-;-;1974;Importacao;Suco_de_uva
